Number,Session,Speaker,Title,Slide,Topic,Community
5,4,mickey24,Animation with R ,http://www.slideshare.net/mickey24/r-de-animation,NA,Tsukuba.R
5,5,hiratake55 ,Windowsユーザも賢くRを使おう,NA,NA,Tsukuba.R
6,1,syou6162,一粒で3回おいしいggplot2,http://www.slideshare.net/syou6162/tsukuba,NA,Tsukuba.R
6,2,wakuteka,「大規模データ処理に便利そうなコマンドを覚えよう！ - わたしといるかとうみすずめ」 ,NA,NA,Tsukuba.R
6,3,twittoru,R<del>uby</del>で学ぶ 奇妙な 関数型 プログラミング言語,http://www.slideshare.net/tor_ozaki/rltdelubyltdel,NA,Tsukuba.R
6,4,y_benjo,とある言語の対疎行列,http://www.slideshare.net/ybenjo/rs-anti-sparseness-2558377,NA,Tsukuba.R
6,5,mickey24,Extend R with C!!!,NA,NA,Tsukuba.R
6,6,yag_ays,Diagramパッケージを使ってみる,http://www.slideshare.net/yag_ays/diagram-2557036,NA,Tsukuba.R
6,7,ikakura7188,Rをはじめたばかりの僕が牛さんのデータを解析するのにRを使ってるよ!!かわいいうしさんの写真もあるよ!,NA,NA,Tsukuba.R
7,1,wakuteka,Beautiful woRld,http://www.slideshare.net/wakuteka/tsukubar7,NA,Tsukuba.R
7,2,yag_ays,Rを用いた解析の実例 - Project *ぶろったん,http://www.slideshare.net/yag_ays/r-project,NA,Tsukuba.R
7,3,Mozk_,environmentとマクロもどき,NA,NA,Tsukuba.R
7,4,ikakura7188,ggplot2の外見をExcelのグラフ機能を使ってぱくってみた,http://www.slideshare.net/ikakura7188/tukuba-r7,NA,Tsukuba.R
7,5,niam,en.newikipedia.org,NA,NA,Tsukuba.R
7,6,yokkuns,R勉強会東京 - Tokyo.Rの紹介,NA,NA,Tsukuba.R
7,7,jj0c_0jjj,Rによるマイクロアレイデータの解析 (RubyでRを使ってみた),NA,NA,Tsukuba.R
7,8,hiratake55,『R-webUI の紹介』WebブラウザやモバイルガジェットからRを使う方法について,NA,NA,Tsukuba.R
7,9,hamadakoichi,Tokyo.Webminingの紹介,NA,NA,Tsukuba.R
7,10,n_shuyo,普通のプログラミング言語R(仮),NA,NA,Tsukuba.R
7,11,y_benjo,きかいがくしゅう！,NA,NA,Tsukuba.R
7,12,mickey24,Parallel Computing in R,NA,NA,Tsukuba.R
8,1,yag_ays,For the Interactive design in R,http://www.slideshare.net/yag_ays/tsukubar8,NA,Tsukuba.R
8,2,toddler2009,Rで情報幾何 ,NA,NA,Tsukuba.R
8,3,y_benjo,俺のuseR!解説が45分でわかるわけがない ,http://www.slideshare.net/ybenjo/user2010-matome,NA,Tsukuba.R
8,4,twittoru,R OAuth for twitteR,NA,NA,Tsukuba.R
8,5,yag_ays,R+ESS,http://www.slideshare.net/yag_ays/ess-2558366,NA,Tsukuba.R
8,6,mickey24,Extend R with Rcpp!!!,http://www.slideshare.net/mickey24/extend-r-with-rcpp,NA,Tsukuba.R
1,1,oshie,Rとは,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/5,tutorial,Yamadai.R
1,2,福屋いずみ,Rの環境構築,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/18,system,Yamadai.R
1,3,T_Yamane,RStudioの力をかりよう,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/25,NA,Yamadai.R
1,4,大塚聡介,Rで計算,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/44,tutorial,Yamadai.R
1,5,大塚聡介,Rの関数,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/50,tutorial,Yamadai.R
1,6,kosugitti,Rの変数,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/59,tutorial,Yamadai.R
1,7,kosugitti,データの整形,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-1-17432022/66,manipulation,Yamadai.R
1,8,福屋いずみ,anovakunの使い方,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-2-17432177/4,statistics,Yamadai.R
1,9,kosugitti,psychパッケージ,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-2-17432177/15,package,Yamadai.R
1,10,kosugitti,Rでクラスター分析,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-2-17432177/29,statistics,Yamadai.R
1,11,kosugitti,RでSEM,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-2-17432177/39,statistics,Yamadai.R
1,12,kosugitti,Rでベイズ推定,http://www.slideshare.net/KojiKosugi/yamadair1-slideshare-2-17432177/54,modeling,Yamadai.R
2,1,おしえたかし,自由で開かれているということ Rのもうひとつの顔,http://www.slideshare.net/takashioshie/yamadair2,NA,Yamadai.R
3,1,kosugitti,function,http://www.slideshare.net/KojiKosugi/yamadai,NA,Yamadai.R
4,1,おしえたかし,たかしのコマンドダービー,http://www.slideshare.net/takashioshie/yamadair4,NA,Yamadai.R
1,1,u_ribo,Yokohama.R開催の趣旨説明,http://yokohamar.github.io/Welcome-to-Yokohama.R/,NA,Yokohama.R
1,2,u_ribo,Rいろはにほへと: インストールから簡単な処理まで,http://yokohamar.github.io/introduction-to-r/index.html,NA,Yokohama.R
1,3,u_ribo,Rいろはにほへと: RStudioを使った実践,http://yokohamar.github.io/introduction-to-r/index2.html,NA,Yokohama.R
